Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.7,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.8,..,..,27.7,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.5,..,..,..,..,..,..,..,..,..,41.3,..,..,..,26.5,..,..,..,29.4,..,..,..,29.8,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.4,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.8,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.3,..,..,..,40.3,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.9,..,..,..,..,..,11.5,..,..,..,9.9,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.5,..,..,..,..,..,..,..,..,..,..,..,..,30.1,..,..,..,28.9,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.4,..,40.6,..,30.8,..,..,26.4,..,..,..,20.4,17.9,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.7,..,..,..,..,52.6,..,..,50.9,..,..,..,..,47,..,..,..,..,45.8,45.6,35.7,..,40.3,..,36.7,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.4,..,..,..,..,..,16.5,..,..,..,11.5,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.9,..,..,..,..,..,..,..,..,..,..,12.2,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.3,..,..,..,..,..,8,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.7,..,..,..,..,19.4,..,..,..,..,..,14.2,..,..,..,12.4,..,..,..,..,11.1,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.7,..,..,..,..,..,..,..,..,11.5,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.7,..,..,..,..,..,..,..,..,..,..,..,47.5,..,..,..,..,..,40.9,..,..,42.4,..,37.2,35.5,..,36.4,..,30.9,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.4,..,..,..,19.5,..,..,..,..,..,..,..,..,..,..,11.5,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.7,..,..,..,..,..,33.2,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.7,..,..,..,..,..,..,43.7,..,..,..,..,..,..,..,..,..,23.7,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.4,..,..,..,..,..,56.7,..,..,..,..,..,57.6,..,58.4,..,..,..,..,..,..,..,47.5,..,..,..,..,..,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.6,..,..,..,50.1,..,..,59.6,..,..,54.3,..,..,..,..,48.8,..,..,..,..,..,42.4,..,..,..,..,38.3,..,..
"Malnutrition prevalence, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.1,..,..,..,..,..,..,..,..,..,..,35.7,..,..,..,..,..,38.4,..,..,..,37.8,36,..,..,..,31.1,30,..,..,..,26.7,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.9,..,..,..,..,..,..,32.9,..,..,..,..,..,..,..,..,24.6,..,..,..,..,19.1,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.1,..,..,17,..,..,..,..,6.6,..,..,..,6.3,..,..,..,..,..,..,..,1.5,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,..,..,..,..,9.2,..,..,11.3,..,..,..,..,5.4,..,11.1,..,..,..,3.4,..,..,..,..,..,3,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.2,..,..,..,..,..,..,..,..,..,..,15.6,..,..,..,..,..,..,..,19,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7,..,4.7,..,..,..,..,..,..,..,..,2.3,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.7,..,2.6,..,..,..,..,4.2,..,..,..,..,5.3,..,..,..,..,..,2.6,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.8,..,..,..,14,5.9,..,..,..,..,8.4,..,..,..,..,6.5,..,4.9,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.3,..,..,..,..,..,7.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.8,..,..,..,61.5,61.2,60.6,56.1,58,55.2,54,53.6,50.7,49.5,42.4,43.2,41,38.9,42.8,37.3,37.9,41.3,..,..,..,36.7,..,35.1,32.8,..,..,..,21.9,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.4,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,6.2,..,..,..,4.6,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.2,..,..,..,..,19.5,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,16.8,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,..,..,..,..,..,..,..,..,..,..,..,14.1,..,..,..,..,..,..,..,..,10.4,..,12.7,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.8,7.8,9.7,10.2,10.5,..,11,..,..,..,5.9,..,..,..,..,5.8,..,..,..,..,4.5,..,..,..,3.6,..,..,..,3.4,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.2,..,..,..,..,..,1.6,..,..,..,..,..,1.6,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.1,..,..,..,11.1,..,..,..,..,..,..,11.8,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6,..,..,..,..,..,..,4.5,..,..,..,..,..,3.7,..,..,..,..,2.2,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.6,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.6,..,..,2.5,..,..,..,..,..,..,1.9,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.7,..,..,..,..,..,30.9,..,..,..,35.2,..,..,35.9,..,..,26,26.2,25.1,24.3,20.9,20,..,18.9,16.2,17.7,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.6,..,..,..,..,..,..,..,..,..,..,..,..,39.1,..,..,..,..,35.2,..,..,..,..,29.1,..,..,..,..,..,29.3,..,..,27.2,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.6,..,..,..,39.7,..,..,..,..,28.3,..,..,28.3,..,28.9,..,..,..,24.1,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.9,..,..,..,..,..,..,17.3,..,..,..,..,..,15.1,..,16.5,..,..,..,..,15.2,..,..,14.8,..,..,..,11,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,..,..,..,..,..,21.3,..,..,..,..,..,26.1,..,..,..,23.5,..,24.5,..,..,..,..,..,20.8,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.3,..,..,29.2,..,..,..,33.8,..,..,..,..,..,30.3,..,..,..,..,29.4,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.2,..,..,..,..,..,..,..,0.8,0.8,0.7,..,0.7,0.7,..,0.7,0.7,0.6,0.6,..,0.6,0.6,0.5,..,..,..,..,0.5,0.5,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.7,..,..,12.6,..,14.2,..,..,10.7,..,..,6.9,..,7.4,..,6.8,..,..,4.5,..,..,3.8,3.4,3.4,..,..,2.4,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.9,..,..,8.8,..,..,..,..,..,6.3,..,..,..,..,4.9,..,..,..,5,..,..,..,..,..,3.4,..,..,..,..,..,3.7,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.2,..,..,..,21.1,..,..,..,25.1,..,..,..,..,..,..,..,..,..,..,..,16.9,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.4,2.5,2.2,2,2,1.9,..,3.8,..,..,..,..,..,..,..,..,..,..,..,1.1,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.2,..,..,..,..,..,..,16,..,..,..,..,..,24.4,..,..,..,..,..,..,..,..,..,29.9,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.7,..,..,..,..,8.4,..,..,..,..,4.7,..,..,..,3.3,..,4.2,..,..,..,4.6,3.4,..,..,..,..,..,4,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.4,..,..,10.5,..,8.2,..,10.8,..,10.2,9.4,..,..,..,..,8.7,..,5.4,..,..,6.8,..,..,..,..,..,7,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.5,..,..,..,..,..,..,..,..,..,..,..,..,10.4,..,..,..,..,6.7,..,6.8,..,..,..,..,..,6.4,..,5.1,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.1,..,..,..,..,8,..,..,..,..,9.7,..,..,..,..,6.1,..,..,..,..,6.7,..,..,..,..,..,5,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8,..,..,15.7,..,..,..,10.6,..,..,..,..,..,..,5.6,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.9,..,39.6,..,..,..,..,..,..,34.3,..,..,..,..,..,..,..,39.4,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.1,..,..,..,..,..,6,..,7.3,..,5.9,..,..,..,5.8,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.9,..,..,..,..,..,..,..,42,..,..,..,..,34.4,..,..,..,..,..,29.2,..,..,25.2,..,23.6,..,..,21.1,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.9,..,..,..,..,..,..,..,..,..,..,5.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,6.4,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.2,..,..,..,15.4,..,..,..,..,..,15.8,..,..,..,17.4,..,17.9,16.5,..,..,..,..,10.3,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.7,..,..,..,..,..,2.4,..,..,..,1.1,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.8,..,..,..,..,25.8,..,..,..,..,20.1,..,..,..,..,19,..,..,13.9,..,14.4,..,..,13.4,..,..,11.2,..,..,12.6,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.9,..,..,..,..,..,..,..,21.7,..,..,..,20.3,18.8,..,18.2,..,..,..,..,..,..,14.1,..,..,..,..,..,12.4,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.2,..,..,..,..,20,..,..,..,..,..,22.7,..,20.8,..,..,..,16,18.8,..,..,..,18.3,..,16.3,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.8,..,..,..,..,..,17.4,..,..,..,18,..,..,..,17,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.1,..,..,..,10.3,..,..,11.9,..,..,..,..,..,10.8,..,..,11,..,..,..,..,8.2,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.7,..,..,..,23.8,..,..,..,..,..,13.9,..,..,..,..,..,18.9,..,..,..,..,..,11.6,..,..,..,..,9.5,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.1,..,..,..,..,15.8,..,16.1,..,17.9,..,..,..,..,12.8,..,..,..,..,8.7,..,..,..,..,..,7.1,..,..,..,..,..,..,..,..
"Malnutrition prevalence, weight for age (% of children under 5)",SH.STA.MALN.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.5,..,..,52.8,51.2,..,..,..,38.4,..,46.3,..,..,..,..,..,..,43.5,..,..,..,..,..,..,..,29.4,36.3,..,33.4,..,..,..
